Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
641	Bacteria	Campylobacter jejuni (e-proteobacteria) CJ513CC45	2018-08	1	1	2	|GCA_003368125.1||Campylobacter jejuni (e-proteobacteria) CJ513CC45|CP012213.1|ANONYMOUS Chromosome	5	0
642	Bacteria	Campylobacter jejuni (e-proteobacteria) CJ515CC45	2018-08	1	1	2	|GCA_003368065.1||Campylobacter jejuni (e-proteobacteria) CJ515CC45|CP012210.1|ANONYMOUS Chromosome	4	0
643	Bacteria	Campylobacter jejuni (e-proteobacteria) CJM1cam	2015-10	1	1	2	|GCA_001412295.1|GCF_001412295.1|Campylobacter jejuni (e-proteobacteria) CJM1cam|CP012149.1|ANONYMOUS Chromosome	3	0
644	Bacteria	Campylobacter jejuni (e-proteobacteria) FDAARGOS_421	2017-10	1	1	2	|GCA_002587225.1|GCF_002587225.1|Campylobacter jejuni (e-proteobacteria) FDAARGOS_421|CP023866.1|ANONYMOUS Chromosome	3	0
645	Bacteria	Campylobacter jejuni (e-proteobacteria) FDAARGOS_422	2017-10	1	1	1	|GCA_002587105.1|GCF_002587105.1|Campylobacter jejuni (e-proteobacteria) FDAARGOS_422|CP023867.1|ANONYMOUS Chromosome	4	0
646	Bacteria	Campylobacter jejuni (e-proteobacteria) FJ3124	2016-11	1	1	2	|GCA_001865395.1|GCF_001865395.1|Campylobacter jejuni (e-proteobacteria) FJ3124|CP017862.1|ANONYMOUS Chromosome	3	0
647	Bacteria	Campylobacter jejuni (e-proteobacteria) FORC_046	2017-07	3	1	3	|GCA_002214785.1|GCF_002214785.1|Campylobacter jejuni (e-proteobacteria) FORC_046|CP017231.1|pFORC46.2 Plasmid|CP017230.1|pFORC46.1 Plasmid|CP017229.1|ANONYMOUS Chromosome	8	0
648	Bacteria	Campylobacter jejuni (e-proteobacteria) HF5-4A-4	2017-01	1	1	5	|GCA_001951235.1|GCF_001951235.1|Campylobacter jejuni (e-proteobacteria) HF5-4A-4|CP007188.1|ANONYMOUS Chromosome	6	0
649	Bacteria	Campylobacter jejuni (e-proteobacteria) HF5-5-1	2017-01	1	1	2	|GCA_001951255.1|GCF_001951255.1|Campylobacter jejuni (e-proteobacteria) HF5-5-1|CP007189.1|ANONYMOUS Chromosome	7	0
650	Bacteria	Campylobacter jejuni (e-proteobacteria) HF5-7-1	2017-01	1	1	2	|GCA_001951275.1|GCF_001951275.1|Campylobacter jejuni (e-proteobacteria) HF5-7-1|CP007190.1|ANONYMOUS Chromosome	7	0
651	Bacteria	Campylobacter jejuni (e-proteobacteria) IF1100	2016-11	2	1	2	|GCA_001865435.1|GCF_001865435.1|Campylobacter jejuni (e-proteobacteria) IF1100|CP017864.1|pCJDM100 Plasmid|CP017863.1|ANONYMOUS Chromosome	7	0
652	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC11351	2015-03	1	1	1	|GCA_001457695.1|GCF_001457695.1|Campylobacter jejuni (e-proteobacteria) NCTC11351|LN831025.1|1 Chromosome	1	0
653	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC 12660	2018-04	1	1	2	|GCA_003060745.1|GCF_003060745.1|Campylobacter jejuni (e-proteobacteria) NCTC 12660|CP028910.1|ANONYMOUS Chromosome	6	0
654	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC 12661	2018-04	1	1	1	|GCA_003060765.1|GCF_003060765.1|Campylobacter jejuni (e-proteobacteria) NCTC 12661|CP028911.1|ANONYMOUS Chromosome	5	0
655	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC12662	2017-03	1	1	1	|GCA_002024325.1|GCF_002024325.1|Campylobacter jejuni (e-proteobacteria) NCTC12662|CP019965.1|ANONYMOUS Chromosome	5	0
656	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC 12664	2018-04	1	1	2	|GCA_003060785.1|GCF_003060785.1|Campylobacter jejuni (e-proteobacteria) NCTC 12664|CP028912.1|ANONYMOUS Chromosome	3	0
657	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC12851	2018-12	1	1	1	|GCA_900638285.1||Campylobacter jejuni (e-proteobacteria) NCTC12851|LR134507.1|ERS1826221SCcontig000001 Chromosome	2	0
658	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC13257	2018-12	1	1	1	|GCA_900638225.1||Campylobacter jejuni (e-proteobacteria) NCTC13257|LR134502.1|ERS1826204SCcontig000001 Chromosome	5	0
659	Bacteria	Campylobacter jejuni (e-proteobacteria) NCTC13268	2018-12	1	1	1	|GCA_900638165.1||Campylobacter jejuni (e-proteobacteria) NCTC13268|LR134497.1|ERS1826197SCcontig000001 Chromosome	9	0
660	Bacteria	Campylobacter jejuni (e-proteobacteria) NS4-1-1	2017-01	1	1	2	|GCA_001951295.1|GCF_001951295.1|Campylobacter jejuni (e-proteobacteria) NS4-1-1|CP007191.1|ANONYMOUS Chromosome	5	0
661	Bacteria	Campylobacter jejuni (e-proteobacteria) NS4-5-1	2017-01	1	1	2	|GCA_001951315.1|GCF_001951315.1|Campylobacter jejuni (e-proteobacteria) NS4-5-1|CP007192.1|ANONYMOUS Chromosome	5	0
662	Bacteria	Campylobacter jejuni (e-proteobacteria) NS4-9-1	2017-01	1	1	2	|GCA_001951335.1|GCF_001951335.1|Campylobacter jejuni (e-proteobacteria) NS4-9-1|CP007193.1|ANONYMOUS Chromosome	5	0
663	Bacteria	Campylobacter jejuni (e-proteobacteria) OD267	2016-03	3	1	4	|GCA_001587015.1|GCF_001587015.1|Campylobacter jejuni (e-proteobacteria) OD267|CP014746.1|pCJDM67 S Plasmid|CP014744.1|ANONYMOUS Chromosome|CP014745.1|pCJDM67 L Plasmid	6	0
664	Bacteria	Campylobacter jejuni (e-proteobacteria) RM1246-ERRC	2017-07	2	1	3	|GCA_002234455.1|GCF_002234455.1|Campylobacter jejuni (e-proteobacteria) RM1246-ERRC|CP022471.1|pRM1246_ERRC Plasmid|CP022470.1|ANONYMOUS Chromosome	6	0
665	Bacteria	Campylobacter jejuni (e-proteobacteria) RM1285	2015-10	1	1	2	|GCA_001314285.1|GCF_001314285.1|Campylobacter jejuni (e-proteobacteria) RM1285|CP012696.1|ANONYMOUS Chromosome	5	0
666	Bacteria	Campylobacter jejuni (e-proteobacteria) RM3194	2016-02	2	1	2	|GCA_001563565.1|GCF_001563565.1|Campylobacter jejuni (e-proteobacteria) RM3194|CP014345.1|unnamed Plasmid|CP014344.1|ANONYMOUS Chromosome	2	0
667	Bacteria	Campylobacter jejuni (e-proteobacteria) TS1218	2016-11	2	1	2	|GCA_001865415.1|GCF_001865415.1|Campylobacter jejuni (e-proteobacteria) TS1218|CP017860.1|ANONYMOUS Chromosome|CP017861.1|pCJDM218 Plasmid	2	0
668	Bacteria	Campylobacter jejuni (e-proteobacteria) WP2202	2016-03	2	1	3	|GCA_001587035.1|GCF_001587035.1|Campylobacter jejuni (e-proteobacteria) WP2202|CP014743.1|pCJDM202 Plasmid|CP014742.1|ANONYMOUS Chromosome	6	0
669	Bacteria	Campylobacter jejuni (e-proteobacteria) YH002	2017-04	2	2	6	|GCA_002101355.1|GCF_002101355.1|Campylobacter jejuni (e-proteobacteria) YH002|CP020775.1|pCJP002 Plasmid|CP020776.1|ANONYMOUS Chromosome	3	0
670	Bacteria	Campylobacter jejuni RM1221 (e-proteobacteria)	2005-01	1	1	2	|GCA_000011865.1|GCF_000011865.1|Campylobacter jejuni RM1221 (e-proteobacteria)|CP000025.1|ANONYMOUS Chromosome	3	0
671	Bacteria	Campylobacter jejuni subsp. doylei 269.97 (e-proteobacteria)	2007-07	1	1	4	|GCA_000017485.1|GCF_000017485.1|Campylobacter jejuni subsp. doylei 269.97 (e-proteobacteria)|CP000768.1|ANONYMOUS Chromosome	4	0
672	Bacteria	Campylobacter jejuni subsp. doylei (e-proteobacteria) FDAARGOS_295	2018-03	1	1	4	|GCA_002983725.1||Campylobacter jejuni subsp. doylei (e-proteobacteria) FDAARGOS_295|CP027403.1|ANONYMOUS Chromosome	4	0
673	Bacteria	Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11924	2018-12	1	1	4	|GCA_900638625.1||Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11924|LR134530.1|ERS1932692SCcontig000001 Chromosome	5	1
674	Bacteria	Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11925	2018-06	1	1	8	|GCA_900474415.1||Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11925|LS483295.1|ERS743105SCcontig000001 Chromosome	10	1
675	Bacteria	Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11951	2018-12	1	1	6	|GCA_900637255.1||Campylobacter jejuni subsp. doylei (e-proteobacteria) NCTC11951|LR134359.1|ERS1273882SCcontig000001 Chromosome	5	1
676	Bacteria	Campylobacter jejuni subsp. jejuni 00-2544 (e-proteobacteria)	2014-09	2	1	3	|GCA_000466075.2|GCF_000466075.2|Campylobacter jejuni subsp. jejuni 00-2544 (e-proteobacteria)|CP006709.2|ANONYMOUS Chromosome|CP006710.1|unnamed Plasmid	4	0
677	Bacteria	Campylobacter jejuni subsp. jejuni 1336 (e-proteobacteria)	2010-01	1	1	3	|GCA_000163975.1|GCF_000163975.1|Campylobacter jejuni subsp. jejuni 1336 (e-proteobacteria)|CM000854.1|ANONYMOUS Chromosome	2	0
678	Bacteria	Campylobacter jejuni subsp. jejuni 414 (e-proteobacteria)	2010-01	1	1	2	|GCA_000163995.1|GCF_000163995.1|Campylobacter jejuni subsp. jejuni 414 (e-proteobacteria)|CM000855.1|ANONYMOUS Chromosome	32	1
679	Bacteria	Campylobacter jejuni subsp. jejuni 81116 (e-proteobacteria) 81116; NCTC 11828	2007-09	1	1	2	|GCA_000017905.1|GCF_000017905.1|Campylobacter jejuni subsp. jejuni 81116 (e-proteobacteria) 81116; NCTC 11828|CP000814.1|ANONYMOUS Chromosome	7	0
680	Bacteria	Campylobacter jejuni subsp. jejuni CG8421 (e-proteobacteria)	2014-05	1	1	3	|GCA_000171795.2|GCF_000171795.2|Campylobacter jejuni subsp. jejuni CG8421 (e-proteobacteria)|CP005388.1|ANONYMOUS Chromosome	2	0
681	Bacteria	Campylobacter jejuni subsp. jejuni D42a (e-proteobacteria)	2016-11	2	1	3	|GCA_001865615.1|GCF_001865615.1|Campylobacter jejuni subsp. jejuni D42a (e-proteobacteria)|CP007752.1|pTet-D42a Plasmid|CP007751.1|ANONYMOUS Chromosome	2	0
682	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) 00-6200	2015-02	1	1	2	|GCA_000835305.1|GCF_000835305.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) 00-6200|CP010307.1|ANONYMOUS Chromosome	6	0
683	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) 14980A	2016-08	2	1	1	|GCA_001717625.1|GCF_001717625.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) 14980A|CP017030.1|pCJ14980A Plasmid|CP017029.1|ANONYMOUS Chromosome	14	0
684	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) ATCC 33560	2019-01	1	1	1	|GCA_003999645.1||Campylobacter jejuni subsp. jejuni (e-proteobacteria) ATCC 33560|CP019838.1|ANONYMOUS Chromosome	1	0
685	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) ATCC 35925	2017-03	1	1	1	|GCA_002028305.1|GCF_002028305.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) ATCC 35925|CP020045.1|ANONYMOUS Chromosome	5	0
686	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) CLB104	2018-12	1	1	2	|GCA_003950275.1||Campylobacter jejuni subsp. jejuni (e-proteobacteria) CLB104|CP034393.1|ANONYMOUS Chromosome	4	0
687	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_262	2017-06	1	1	1	|GCA_002209005.1|GCF_002209005.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_262|CP022076.1|ANONYMOUS Chromosome	1	0
688	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_263	2017-06	1	1	2	|GCA_002209025.1|GCF_002209025.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_263|CP022077.1|ANONYMOUS Chromosome	4	0
689	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_265	2017-06	2	1	3	|GCA_002209045.1|GCF_002209045.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_265|CP022078.1|unnamed1 Plasmid|CP022079.1|ANONYMOUS Chromosome	7	0
690	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_266	2017-06	1	1	1	|GCA_002209065.1|GCF_002209065.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) FDAARGOS_266|CP022080.1|ANONYMOUS Chromosome	5	0
691	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) huA17	2018-12	2	1	2	|GCA_003971585.1||Campylobacter jejuni subsp. jejuni (e-proteobacteria) huA17|CP028372.1|ANONYMOUS Chromosome|CP028373.1|unnamed1 Plasmid	6	0
692	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) MTVDSCj07	2016-09	1	1	2	|GCA_001721945.1|GCF_001721945.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) MTVDSCj07|CP017031.1|ANONYMOUS Chromosome	5	0
693	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) MTVDSCj20	2014-08	1	1	2	|GCA_000737085.1|GCF_000737085.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) MTVDSCj20|CP008787.1|ANONYMOUS Chromosome	3	0
694	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) NCTC10983	2018-12	1	1	2	|GCA_900638365.1||Campylobacter jejuni subsp. jejuni (e-proteobacteria) NCTC10983|LR134511.1|ERS1869777SCcontig000005 Chromosome	4	0
695	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) NCTC11168	2018-06	1	1	2	|GCA_900475265.1||Campylobacter jejuni subsp. jejuni (e-proteobacteria) NCTC11168|LS483362.1|ERS980039SCcontig000001 Chromosome	4	0
696	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) RM1285	2016-07	1	1	2	|GCA_001686905.1|GCF_001686905.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) RM1285|CP015209.1|ANONYMOUS Chromosome	3	0
697	Bacteria	Campylobacter jejuni subsp. jejuni (e-proteobacteria) YH001	2014-12	1	1	2	|GCA_000807355.1|GCF_000807355.1|Campylobacter jejuni subsp. jejuni (e-proteobacteria) YH001|CP010058.1|ANONYMOUS Chromosome	5	0
698	Bacteria	Campylobacter jejuni subsp. jejuni F38011 (e-proteobacteria)	2014-11	1	1	2	|GCA_000772225.1|GCF_000772225.1|Campylobacter jejuni subsp. jejuni F38011 (e-proteobacteria)|CP006851.1|ANONYMOUS Chromosome	1	0
699	Bacteria	Campylobacter jejuni subsp. jejuni IA3902 (e-proteobacteria)	2010-01	2	1	2	|GCA_000025425.1|GCF_000025425.1|Campylobacter jejuni subsp. jejuni IA3902 (e-proteobacteria)|CP001876.1|ANONYMOUS Chromosome|CP001877.1|pVir Plasmid	3	0
700	Bacteria	Campylobacter jejuni subsp. jejuni ICDCCJ07001 (e-proteobacteria)	2010-12	2	1	3	|GCA_000184085.1|GCF_000184085.1|Campylobacter jejuni subsp. jejuni ICDCCJ07001 (e-proteobacteria)|CP002030.1|pTet Plasmid|CP002029.1|ANONYMOUS Chromosome	5	0
701	Bacteria	Campylobacter jejuni subsp. jejuni M1 (e-proteobacteria)	2010-09	1	1	2	|GCA_000148705.1|GCF_000148705.1|Campylobacter jejuni subsp. jejuni M1 (e-proteobacteria)|CP001900.1|ANONYMOUS Chromosome	3	0
702	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 (e-proteobacteria)	2003-05	1	1	2	|GCA_000009085.1|GCF_000009085.1|Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819 (e-proteobacteria)|AL111168.1|ANONYMOUS Chromosome	4	0
703	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 (e-proteobacteria)	2012-08	1	1	2	|GCA_000304375.1|GCF_000304375.1|Campylobacter jejuni subsp. jejuni NCTC 11168-BN148 (e-proteobacteria)|HE978252.1|I Chromosome	4	0
704	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv (e-proteobacteria) NCTC 11168-rNRC	2014-02	1	1	2	|GCA_000830865.1|GCF_000830865.1|Campylobacter jejuni subsp. jejuni NCTC 11168-GSv (e-proteobacteria) NCTC 11168-rNRC|CP006689.1|ANONYMOUS Chromosome	4	0
705	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5 (e-proteobacteria)	2014-02	1	1	2	|GCA_000830775.1|GCF_000830775.1|Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5 (e-proteobacteria)|CP006685.1|ANONYMOUS Chromosome	4	0
706	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1 (e-proteobacteria)	2014-02	1	1	2	|GCA_000830805.1|GCF_000830805.1|Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1 (e-proteobacteria)|CP006686.1|ANONYMOUS Chromosome	4	0
707	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5 (e-proteobacteria)	2014-02	1	1	2	|GCA_000830825.1|GCF_000830825.1|Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5 (e-proteobacteria)|CP006687.1|ANONYMOUS Chromosome	4	0
708	Bacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5 (e-proteobacteria)	2014-02	1	1	2	|GCA_000830845.1|GCF_000830845.1|Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5 (e-proteobacteria)|CP006688.1|ANONYMOUS Chromosome	4	0
709	Bacteria	Campylobacter jejuni subsp. jejuni PT14 (e-proteobacteria)	2016-04	1	1	2	|GCA_000302555.4|GCF_000302555.5|Campylobacter jejuni subsp. jejuni PT14 (e-proteobacteria)|CP003871.4|ANONYMOUS Chromosome	3	0
710	Bacteria	Campylobacter jejuni subsp. jejuni S3 (e-proteobacteria)	2010-12	2	1	3	|GCA_000184205.1|GCF_000184205.1|Campylobacter jejuni subsp. jejuni S3 (e-proteobacteria)|CP001961.1|pTet Plasmid|CP001960.1|ANONYMOUS Chromosome	3	0
711	Bacteria	Campylobacter jejuni subsp. jejuni str. RM3420 (e-proteobacteria)	2016-10	1	1	2	|GCA_001767215.1|GCF_001767215.1|Campylobacter jejuni subsp. jejuni str. RM3420 (e-proteobacteria)|CP017456.1|ANONYMOUS Chromosome	6	0
712	Bacteria	Campylobacter lanienae NCTC 13004 (e-proteobacteria)	2017-05	1	1	2	|GCA_002139935.1|GCF_002139935.1|Campylobacter lanienae NCTC 13004 (e-proteobacteria)|CP015578.1|ANONYMOUS Chromosome	18	0
713	Bacteria	Campylobacter lari NCTC 11845 (e-proteobacteria)	2015-01	1	1	1	|GCA_000816365.1|GCF_000816365.1|Campylobacter lari NCTC 11845 (e-proteobacteria)|CP007775.1|ANONYMOUS Chromosome	13	0
714	Bacteria	Campylobacter peloridis LMG 23910 (e-proteobacteria)	2015-01	3	1	5	|GCA_000816785.1|GCF_000816785.1|Campylobacter peloridis LMG 23910 (e-proteobacteria)|CP007768.1|pPEL2 Plasmid|CP007767.1|pPEL1 Plasmid|CP007766.1|ANONYMOUS Chromosome	11	0
715	Bacteria	Campylobacter showae (e-proteobacteria)	2019-03	1	1	2	|GCA_900699785.1||Campylobacter showae (e-proteobacteria)|LR535679.1|contig1 Chromosome	9	1
716	Bacteria	Campylobacter sp. RM12175 (e-proteobacteria)	2017-05	3	3	2	|GCA_002139875.1|GCF_002139875.1|Campylobacter sp. RM12175 (e-proteobacteria)|CP018795.1|pVIC12175-2 Plasmid|CP018793.1|ANONYMOUS Chromosome|CP018794.1|pVIC12175-1 Plasmid	20	1
717	Bacteria	Campylobacter sp. RM16704 (e-proteobacteria)	2015-01	1	1	4	|GCA_000816245.1|GCF_000816245.1|Campylobacter sp. RM16704 (e-proteobacteria)|CP007769.1|ANONYMOUS Chromosome	32	0
718	Bacteria	Campylobacter sp. RM8964 (e-proteobacteria)	2017-05	2	1	3	|GCA_002139895.1|GCF_002139895.1|Campylobacter sp. RM8964 (e-proteobacteria)|CP018792.1|pVIC8964 Plasmid|CP018791.1|ANONYMOUS Chromosome	16	1
719	Bacteria	Campylobacter sputorum bv. faecalis CCUG 20703 (e-proteobacteria)	2017-07	1	1	6	|GCA_002220735.1|GCF_002220735.1|Campylobacter sputorum bv. faecalis CCUG 20703 (e-proteobacteria)|CP019683.1|ANONYMOUS Chromosome	65	3
720	Bacteria	Campylobacter sputorum bv. paraureolyticus LMG 11764 (e-proteobacteria) LMG 17589	2017-07	1	1	1	|GCA_002220755.1|GCF_002220755.1|Campylobacter sputorum bv. paraureolyticus LMG 11764 (e-proteobacteria) LMG 17589|CP019684.1|ANONYMOUS Chromosome	33	3
721	Bacteria	Campylobacter sputorum bv. sputorum RM3237 (e-proteobacteria)	2017-07	1	1	1	|GCA_002220795.1|GCF_002220795.1|Campylobacter sputorum bv. sputorum RM3237 (e-proteobacteria)|CP019682.1|ANONYMOUS Chromosome	38	1
722	Bacteria	Campylobacter sputorum (e-proteobacteria) RM8705	2017-07	1	1	2	|GCA_002220775.1|GCF_002220775.1|Campylobacter sputorum (e-proteobacteria) RM8705|CP019685.1|ANONYMOUS Chromosome	9	0
723	Bacteria	Campylobacter subantarcticus LMG 24374 (e-proteobacteria)	2015-01	1	1	1	|GCA_000816265.1|GCF_000816265.1|Campylobacter subantarcticus LMG 24374 (e-proteobacteria)|CP007772.1|ANONYMOUS Chromosome	19	2
724	Bacteria	Candidatus Accumulibacter phosphatis clade IIA str. UW-1 (b-proteobacteria)	2009-09	4	2	3	|GCA_000024165.1|GCF_000024165.1|Candidatus Accumulibacter phosphatis clade IIA str. UW-1 (b-proteobacteria)|CP001715.1|ANONYMOUS Chromosome|CP001716.1|pAph01 Plasmid|CP001718.1|pAph03 Plasmid|CP001717.1|pAph02 Plasmid	218	0
725	Bacteria	Candidatus Arthromitus sp. SFB-mouse-Japan (segmented filamentous bacteria)	2011-08	1	1	3	|GCA_000270205.1|GCF_000270205.1|Candidatus Arthromitus sp. SFB-mouse-Japan (segmented filamentous bacteria)|AP012202.1|ANONYMOUS Chromosome	20	0
726	Bacteria	Candidatus Arthromitus sp. SFB-mouse-NL (firmicutes)	2014-06	1	1	2	|GCA_000709435.1|GCF_000709435.1|Candidatus Arthromitus sp. SFB-mouse-NL (firmicutes)|CP008713.1|ANONYMOUS Chromosome	26	0
727	Bacteria	Candidatus Arthromitus sp. SFB-mouse-Yit (segmented filamentous bacteria)	2011-09	1	1	3	|GCA_000284435.1|GCF_000284435.1|Candidatus Arthromitus sp. SFB-mouse-Yit (segmented filamentous bacteria)|AP012209.1|ANONYMOUS Chromosome	19	0
728	Bacteria	Candidatus Arthromitus sp. SFB-rat-Yit (firmicutes)	2011-09	1	1	1	|GCA_000283555.1|GCF_000283555.1|Candidatus Arthromitus sp. SFB-rat-Yit (firmicutes)|AP012210.1|ANONYMOUS Chromosome	22	0
729	Bacteria	Candidatus Bipolaricaulis sp. Ch78 (bacteria)	2019-01	1	1	1	|GCA_004102645.1||Candidatus Bipolaricaulis sp. Ch78 (bacteria)|CP034928.1|ANONYMOUS Chromosome	50	0
730	Archaea	Candidatus Caldiarchaeum subterraneum (archaea)	2011-08	1	2	6	|GCA_000270325.1|GCF_000270325.1|Candidatus Caldiarchaeum subterraneum (archaea)|BA000048.1|ANONYMOUS Chromosome	145	1
731	Bacteria	Candidatus Cloacimonas acidaminovorans str. Evry (bacteria)	2008-02	1	2	30	|GCA_000146065.1|GCF_000146065.2|Candidatus Cloacimonas acidaminovorans str. Evry (bacteria)|CU466930.1|un Chromosome	236	0
732	Bacteria	Candidatus Cyclonatronum proteinivorum (bacteria) Omega	2018-08	1	1	8	|GCA_003353065.1|GCF_003353065.1|Candidatus Cyclonatronum proteinivorum (bacteria) Omega|CP027806.1|ANONYMOUS Chromosome	78	0
733	Bacteria	Candidatus Desulfofervidus auxilii (d-proteobacteria) HS1	2016-02	1	3	7	|GCA_001577525.1|GCF_001577525.1|Candidatus Desulfofervidus auxilii (d-proteobacteria) HS1|CP013015.1|ANONYMOUS Chromosome	67	1
734	Bacteria	Candidatus Desulforudis audaxviator MP104C (firmicutes)	2008-03	1	4	6	|GCA_000018425.1|GCF_000018425.1|Candidatus Desulforudis audaxviator MP104C (firmicutes)|CP000860.1|ANONYMOUS Chromosome	201	0
735	Bacteria	Candidatus Desulfovibrio trichonymphae (d-proteobacteria) Rs-N31	2016-11	1	0	2	|GCA_002355955.1|GCF_002355955.1|Candidatus Desulfovibrio trichonymphae (d-proteobacteria) Rs-N31|AP017368.1|ANONYMOUS Chromosome	20	0
736	Bacteria	Candidatus Endomicrobium trichonymphae (bacteria) Rs-D17	2016-09	4	1	3	|GCA_002355835.1|GCF_002355835.1|Candidatus Endomicrobium trichonymphae (bacteria) Rs-D17|AP017462.1|pRSTT3 Plasmid|AP017461.1|pRSTT2 Plasmid|AP017460.1|pRSTT1 Plasmid|AP017459.1|ANONYMOUS Chromosome	127	0
737	Bacteria	Candidatus Filomicrobium marinum (a-proteobacteria) strain W	2015-03	1	1	2	|GCA_000981565.1|GCF_000981565.1|Candidatus Filomicrobium marinum (a-proteobacteria) strain W|LN829118.1|1 Chromosome	28	0
738	Bacteria	Candidatus Filomicrobium marinum (a-proteobacteria) Y	2015-03	1	1	2	|GCA_000981545.1|GCF_000981545.1|Candidatus Filomicrobium marinum (a-proteobacteria) Y|LN829119.1|1 Chromosome	28	0
739	Bacteria	Candidatus Gracilibacteria bacterium HOT-871 (bacteria)	2017-11	1	0	4	|GCA_002761215.1||Candidatus Gracilibacteria bacterium HOT-871 (bacteria)|CP017714.1|ANONYMOUS Chromosome	34	0
740	Bacteria	Candidatus Hepatoplasma crinochetorum Av (mycoplasmas)	2014-02	1	0	2	|GCA_000582535.1|GCF_000582535.1|Candidatus Hepatoplasma crinochetorum Av (mycoplasmas)|CP006932.1|ANONYMOUS Chromosome	33	0
741	Archaea	Candidatus Korarchaeum cryptofilum OPF8 (archaea)	2008-03	1	2	5	|GCA_000019605.1|GCF_000019605.1|Candidatus Korarchaeum cryptofilum OPF8 (archaea)|CP000968.1|ANONYMOUS Chromosome	115	0
742	Bacteria	Candidatus Kuenenia stuttgartiensis (bacteria)	2017-10	1	2	9	|GCA_900232105.1|GCF_900232105.1|Candidatus Kuenenia stuttgartiensis (bacteria)|LT934425.1|Kuenenia_stuttgartiensis_MBR1 Chromosome	169	2
743	Archaea	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1 (euryarchaeotes)	2013-06	1	1	6	|GCA_000404225.1|GCF_000404225.1|Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1 (euryarchaeotes)|CP005934.1|ANONYMOUS Chromosome	110	0
